gene_id	gene_name	chr	tss	gene_expr_log2_mean
ENSG00000215114.3	UBXN2B	chr8	59323822	1.765535
ENSG00000221523.1	AC079080.1	chr4	185188534	0.000000
ENSG00000152049.5	KCNE4	chr2	223916531	0.111031
ENSG00000266563.1	RP11-64J19.1	chr17	21163763	0.000000
ENSG00000248921.1	RP11-774G5.1	chr4	180778005	0.000000
ENSG00000123364.3	HOXC13	chr12	54332534	0.000000
ENSG00000225082.2	DAP3P1	chr1	155556434	0.000000
ENSG00000255153.1	TOLLIP-AS1	chr11	1330998	0.000000
ENSG00000261663.1	RP11-304L19.11	chr16	2290487	0.000000
ENSG00000203496.4	RP11-291L22.4	chr10	38742108	0.000000
ENSG00000249996.1	RP11-359P5.1	chr5	122371965	0.000000
ENSG00000248842.1	CTB-1H10.1	chr5	145780543	0.000000
ENSG00000072694.14	FCGR2B	chr1	161551100	0.000000
ENSG00000230080.2	AC139143.2	chr11	1825275	0.000000
ENSG00000253829.1	RP11-723D22.3	chr8	38703907	0.000000
ENSG00000248449.1	PCDHGB8P	chr5	140805852	0.000000
ENSG00000223498.1	RP11-716A19.3	chrX	16916594	0.000000
ENSG00000212211.1	U3	chr3	60842227	0.000000
ENSG00000175309.10	PHYKPL	chr5	177649427	0.731183
ENSG00000248935.1	CTD-2254N19.1	chr5	59317075	0.000000
ENSG00000231203.1	KRT8P10	chr2	183937164	0.000000
ENSG00000223700.1	AC104395.1	chr2	84105627	0.000000
ENSG00000238731.1	RNU7-90P	chr16	72707401	0.000000
ENSG00000261557.1	EEF1A1P38	chr16	27146450	0.000000
ENSG00000128965.7	CHAC1	chr15	41245159	0.000000
ENSG00000236690.2	AC007274.5	chrY	7558551	0.000000
ENSG00000181649.5	PHLDA2	chr11	2950635	0.000000
ENSG00000255560.1	OR4R2P	chr11	51461563	0.000000
ENSG00000112305.10	SMAP1	chr6	71377478	2.244887
ENSG00000223922.1	ASS1P2	chr2	39038746	0.000000
ENSG00000062582.9	MRPS24	chr7	43908698	2.130931
ENSG00000254425.1	RP11-480O10.2	chr8	13767239	0.000000
ENSG00000107018.6	RLN1	chr9	5339346	0.000000
ENSG00000188676.9	IDO2	chr8	39792132	0.000000
ENSG00000239679.2	RN7SL193P	chr4	43865290	0.000000
ENSG00000118972.1	FGF23	chr12	4488844	0.000000
ENSG00000261527.1	RP11-343C2.10	chr16	69478143	0.000000
ENSG00000249234.1	RP11-452J21.2	chr4	16180561	0.000000
ENSG00000252293.1	RNU7-64P	chr2	85669050	0.000000
ENSGR0000167393.12	PPP2R3B	chrY	252396	0.000000
ENSG00000234363.1	PPIAP27	chr13	21530532	0.000000
ENSG00000182463.11	TSHZ2	chr20	51588945	0.137504
ENSG00000223905.1	RP11-335E14.1	chr1	76819881	0.000000
ENSG00000257497.1	RP11-585P4.5	chr12	75883555	0.062736
ENSG00000166845.9	C18orf54	chr18	51884286	0.748461
ENSG00000265948.1	RP11-296E23.2	chr18	18896838	0.000000
ENSG00000270930.1	GRAMD4P8	chr2	132405895	0.000000
ENSG00000139988.5	RDH12	chr14	68168602	0.000000
ENSG00000232140.1	AC073257.1	chr2	121315635	0.000000
ENSG00000254418.1	RP11-21L19.1	chr11	14295199	0.000000
ENSG00000254562.1	RP11-64I17.1	chr11	38668025	0.000000
ENSG00000104998.2	IL27RA	chr19	14142559	4.745237
ENSG00000230806.1	RP11-343N15.1	chr1	121139715	0.000000
ENSG00000272540.1	XXbac-BPG252P9.9	chr6	30691604	0.000000
ENSG00000082068.4	WDR70	chr5	37379313	3.987321
ENSG00000235763.1	SNRPGP5	chr10	13146743	0.000000
ENSG00000137948.14	BRDT	chr1	92414927	0.000000
ENSG00000186723.2	OR10H1	chr19	15918886	0.000000
ENSG00000141433.8	ADCYAP1	chr18	904943	0.000000
ENSG00000235204.1	RP11-121A14.2	chr9	127023385	0.000000
ENSG00000223911.1	AC009480.3	chr2	148660475	0.000000
ENSG00000235795.1	RP11-421L21.2	chr1	101461028	0.000000
ENSG00000154016.9	GRAP	chr17	18945748	0.000000
ENSG00000244657.1	GS1-124K5.8	chr7	65951469	0.000000
ENSG00000241231.1	RP11-275H4.1	chr3	181160224	0.000000
ENSG00000255774.1	AP000439.3	chr11	69294658	0.000000
ENSG00000226544.4	RPL7P22	chr5	72021245	0.000000
ENSG00000201920.1	RNA5SP442	chr17	39874405	0.000000
ENSG00000121068.9	TBX2	chr17	59477256	0.000000
ENSG00000079819.12	EPB41L2	chr6	131179418	5.580748
ENSG00000213753.6	RPL23AP79	chr19	59084869	1.879706
ENSG00000044524.6	EPHA3	chr3	89156673	1.713696
ENSG00000260494.1	AC002310.10	chr16	30549502	0.000000
ENSG00000262904.1	RP11-144N1.1	chr16	74701403	0.000000
ENSG00000224565.1	RP1-148H17.1	chr20	46041021	0.028569
ENSG00000221725.1	RNU6ATAC25P	chr16	70886600	0.000000
ENSG00000254146.1	HMGB1P46	chr8	108185987	0.056584
ENSG00000253346.1	CTD-3107M8.1	chr8	30189743	0.000000
ENSG00000207073.1	Y_RNA	chr19	50069928	0.000000
ENSG00000189295.9	ANKRD62P1-PARP4P3	chr22	17156292	0.000000
ENSG00000244544.1	RN7SL446P	chr4	153185547	0.000000
ENSG00000222348.1	RNU6-814P	chr3	10258895	0.000000
ENSG00000196352.9	CD55	chr1	207494852	2.891419
ENSG00000266392.1	MIR4740	chr17	79374528	0.000000
ENSG00000261798.1	RP1-118J21.25	chr1	40254647	0.000000
ENSG00000213509.4	PPIAP16	chr3	57927544	0.000000
ENSG00000119772.12	DNMT3A	chr2	25464834	1.275007
ENSG00000139719.5	VPS33A	chr12	122734467	3.321928
ENSG00000223561.2	AC003090.1	chr7	25702511	0.000000
ENSG00000229642.1	AC027119.1	chr3	6004528	0.000000
ENSG00000136643.7	RPS6KC1	chr1	213224588	2.157044
ENSG00000225485.3	ARHGAP23	chr17	36584661	0.400538
ENSG00000138735.11	PDE5A	chr4	120427040	0.000000
ENSG00000203518.1	AL023807.1	chr6	17894074	0.000000
ENSG00000182872.11	RBM10	chrX	47004267	2.443607
ENSG00000252130.1	RNU6-1045P	chr2	192235663	0.000000
ENSG00000271180.1	RP11-665C16.8	chr14	55707748	0.000000
ENSG00000131845.10	ZNF304	chr19	57862674	0.056584
ENSG00000133195.7	SLC39A11	chr17	70721703	5.079805
ENSG00000173039.14	RELA	chr11	65427164	3.495695
ENSG00000166896.3	XRCC6BP1	chr12	58335323	0.641546
ENSG00000253153.1	KB-1562D12.3	chr8	102574666	0.000000
ENSG00000270081.1	RP5-935K16.1	chr2	128603211	0.000000
ENSG00000167676.3	PLIN4	chr19	4517666	0.000000
ENSG00000235781.1	XXbac-BPG249D20.9	chr6	30484042	0.111031
ENSG00000131174.4	COX7B	chrX	77154934	4.850999
ENSG00000201683.1	Y_RNA	chr6	20500405	0.000000
ENSG00000185839.2	RP4-592A1.2	chr1	59097016	0.000000
ENSG00000233290.1	RP11-147G16.1	chr1	82726767	0.000000
ENSG00000223608.1	DSCR4-IT1	chr21	39382870	0.000000
ENSG00000243016.1	RP11-305F5.2	chr3	126940674	0.000000
ENSG00000257151.1	PWAR6	chr15	25277019	0.000000
ENSG00000128250.5	RFPL1	chr22	29834571	0.000000
ENSG00000245750.3	RP11-279F6.1	chr15	69755364	0.000000
ENSG00000261507.1	RP11-1437A8.6	chr16	33231533	0.000000
ENSG00000229456.1	RLIMP1	chr13	41192874	0.000000
ENSG00000199077.1	MIR129-2	chr11	43602943	0.000000
ENSG00000252146.1	AL390776.1	chr1	44798800	0.000000
ENSG00000255456.1	CTD-2517M22.9	chr8	145809423	0.000000
ENSG00000179213.9	SIGLECL1	chr19	51749602	0.000000
ENSG00000227076.1	RP11-4C20.4	chr10	129732961	0.000000
ENSG00000242411.2	CTD-2086L14.1	chr19	56729096	0.000000
ENSG00000270507.1	CTA-21C21.1	chr1	88778835	0.000000
ENSG00000140511.7	HAPLN3	chr15	89438694	0.695994
ENSG00000164611.8	PTTG1	chr5	159848828	3.923764
ENSG00000048162.15	NOP16	chr5	175815519	3.411426
ENSG00000064102.10	ASUN	chr12	27059367	2.189034
ENSG00000263716.1	SLC25A51P2	chr18	7134929	0.000000
ENSG00000115685.10	PPP1R7	chr2	242088990	7.750473
ENSG00000071189.17	SNX13	chr7	17861270	2.163499
ENSG00000264530.1	RN7SL25P	chr9	6542093	0.000000
ENSG00000249309.1	RP11-153M7.5	chr4	154641478	0.000000
ENSG00000255248.2	RP11-166D19.1	chr11	121940814	0.000000
ENSG00000130649.5	CYP2E1	chr10	135333909	0.000000
ENSG00000167332.7	OR51E2	chr11	4719022	0.000000
ENSG00000255236.2	CTD-2655K5.1	chr11	67889519	0.000000
ENSG00000255871.2	RP11-69C13.1	chr12	16846733	0.000000
ENSG00000255535.2	RP11-679I18.4	chr11	129910259	0.000000
ENSG00000248574.1	ADAM20P2	chr4	176496018	0.000000
ENSG00000100029.13	PES1	chr22	30975860	5.488644
ENSG00000224269.1	AP000697.6	chr21	38073814	0.000000
ENSG00000268620.1	AC078899.4	chr19	20359860	0.000000
ENSG00000207620.1	MIR516A2	chr19	54264386	0.000000
ENSG00000259248.1	USP3-AS1	chr15	63848619	0.000000
ENSG00000119471.10	HSDL2	chr9	115142216	3.707083
ENSG00000229086.3	C21orf54	chr21	34542491	0.000000
ENSG00000228929.1	RP11-159C21.4	chr1	53238270	0.000000
ENSG00000264054.1	RPL31P9	chr18	64804938	0.000000
ENSG00000231061.1	LINC00395	chr13	64291101	0.000000
ENSG00000224650.2	IGHV3-74	chr14	107219315	0.000000
ENSG00000252643.1	RNU6-1136P	chr7	102475051	0.000000
ENSG00000175894.10	TSPEAR	chr21	45993656	0.000000
ENSG00000229107.2	ABHD17AP4	chr22	21025222	0.000000
ENSG00000211779.3	TRAV5	chr14	22217461	0.000000
ENSG00000132300.14	PTCD3	chr2	86333304	7.538849
ENSG00000213777.5	CTD-2224J9.8	chr19	54006645	0.000000
ENSG00000223985.1	AC093326.1	chr2	492605	0.000000
ENSG00000255521.1	RP4-607I7.1	chr11	35159244	0.000000
ENSG00000182667.10	NTM	chr11	131240372	0.000000
ENSG00000250813.1	SERF1AP1	chr4	138222291	0.000000
ENSG00000260933.1	RP11-164A6.1	chr16	18264212	0.000000
ENSG00000141979.4	CTD-3222D19.2	chr19	16738965	1.687061
ENSG00000271052.1	RP11-479I16.2	chr3	160940885	0.000000
ENSG00000197919.3	IFNA1	chr9	21440439	0.000000
ENSG00000267567.1	CTD-2538C1.3	chr19	33210451	0.000000
ENSG00000198780.7	FAM169A	chr5	74144630	1.722466
ENSG00000186453.8	FAM228A	chr2	24397937	0.000000
ENSG00000250694.1	CTD-2074D8.1	chr5	24353519	0.000000
ENSG00000242976.2	RN7SL177P	chr5	153134941	0.000000
ENSG00000119574.8	ZBTB45	chr19	59030871	0.263034
ENSG00000225675.2	RP4-784A16.5	chr1	53793904	0.000000
ENSG00000206617.1	RNY1P5	chr13	74863301	0.000000
ENSG00000207249.1	SNORA72	chr2	105349691	0.000000
ENSG00000229117.4	RPL41	chr12	56510369	2.090603
ENSG00000201699.1	RNU1-59P	chr1	144534037	0.526069
ENSG00000251905.1	RNU7-2P	chr2	146902723	0.000000
ENSG00000100884.5	CPNE6	chr14	24540045	0.000000
ENSG00000225716.1	TCEB1P13	chrY	20602682	0.000000
ENSG00000251810.1	RN7SKP132	chr10	28072932	0.000000
ENSG00000254866.2	DEFB109P3	chr8	12008593	0.000000
ENSG00000200034.1	RNU4-73P	chr2	9880862	0.000000
ENSG00000238411.1	CR381670.1	chr21	9683190	0.000000
ENSG00000189132.5	FAM47B	chrX	34960912	0.000000
ENSG00000251919.1	RNU7-105P	chr11	72332809	0.000000
ENSG00000243250.1	RPS6P16	chr11	112106698	0.000000
ENSG00000272461.1	RP11-689C9.1	chr18	976834	0.000000
ENSG00000234531.2	RP11-288G11.3	chr10	134598219	0.000000
ENSG00000271419.1	RP4-591B8.3	chr1	114896607	0.000000
ENSG00000270863.1	RP11-434C1.3	chr12	11665656	0.000000
ENSG00000138375.8	SMARCAL1	chr2	217277136	1.176323
ENSG00000257454.1	CTD-2021H9.2	chr12	71498256	0.000000
ENSG00000207546.1	MIR548C	chr12	65016288	0.000000
ENSG00000214295.4	FOXO1B	chr5	180527616	0.000000
ENSG00000222346.1	RNA5SP237	chr7	111593770	0.000000
ENSG00000140577.11	CRTC3	chr15	91073156	0.214125
ENSG00000221118.1	AC112249.1	chr4	77414489	0.000000
ENSG00000254814.1	RP11-535A19.1	chr11	75514410	0.000000
ENSG00000225455.3	TPI1P4	chr4	49019121	0.000000
ENSG00000267080.1	ASB16-AS1	chr17	42263943	1.432959
ENSG00000233376.1	RP5-881L22.6	chr20	43020127	0.000000
ENSG00000197444.5	OGDHL	chr10	50947495	0.799087
ENSG00000254081.1	CTD-3025N20.2	chr8	66474965	0.000000
ENSG00000158483.11	FAM86C1	chr11	71498555	0.545968
ENSG00000137440.3	FGFBP1	chr4	15939921	0.000000
ENSG00000260741.1	CTC-391G2.1	chr16	23224375	0.000000
ENSG00000222472.1	RN7SKP7	chr13	97601737	0.000000
ENSG00000168811.2	IL12A	chr3	159706536	0.056584
ENSG00000212961.4	HNRNPA1P40	chr11	74065487	0.000000
ENSG00000239253.1	RPS4XP23	chr19	34512563	0.000000
ENSG00000232806.1	AP001610.9	chr21	42934835	0.000000
ENSG00000159445.8	THEM4	chr1	151862176	0.584963
ENSG00000265737.1	RP11-1157N2__B.2	chr18	14825198	0.000000
ENSG00000249184.1	RP11-424M21.1	chr4	152720651	0.000000
ENSG00000070444.10	MNT	chr17	2291542	1.189034
ENSG00000260694.1	RP11-556H2.4	chr16	79112081	0.000000
ENSG00000265457.1	AC093611.2	chr3	13759457	0.000000
ENSG00000200291.1	Y_RNA	chrX	117048258	0.000000
ENSG00000218227.3	RP11-889L3.1	chr5	177482604	0.000000
ENSG00000236317.1	RP11-348H3.5	chr1	213028658	0.000000
ENSG00000240279.2	AL353997.4	chr17	18324132	0.000000
ENSG00000083444.12	PLOD1	chr1	11994261	2.650765
ENSG00000237390.1	RP11-139I14.2	chr1	156358017	0.000000
ENSG00000182613.1	OR2V2	chr5	180581942	0.000000
ENSG00000247775.2	RP11-67M1.1	chr4	90757558	0.000000
ENSG00000187522.9	HSPA14	chr10	14880162	3.367371
ENSG00000224535.1	RP11-61J19.2	chr1	212641035	0.000000
ENSG00000200883.1	Y_RNA	chr18	9249694	0.000000
ENSG00000168918.9	INPP5D	chr2	233924676	0.099536
ENSG00000115137.7	DNAJC27	chr2	25194432	0.310340
ENSG00000255458.1	RP11-539G18.2	chr4	39640759	0.056584
ENSG00000253026.1	RNU6-464P	chr6	53018646	0.000000
ENSG00000265474.1	AC010761.9	chr17	27074620	0.000000
ENSG00000202440.1	SNORD42	chr4	83323809	0.000000
ENSG00000270444.1	AZU1P1	chr13	40431181	0.000000
ENSG00000261043.2	MIR4313	chr15	76054606	0.000000
ENSG00000223595.1	LYPLA1P1	chr7	122870745	0.000000
ENSG00000212314.1	RNU6-1307P	chr19	54767863	0.000000
ENSG00000265546.1	RN7SL289P	chr13	26027378	0.000000
ENSG00000236226.1	RP11-645N11.3	chr7	102670550	0.000000
ENSG00000232987.1	AC051649.6	chr11	2012325	0.000000
ENSG00000256122.1	AC093334.1	chr15	67263407	0.000000
ENSG00000215979.1	AL021917.1	chr6	26365730	0.000000
ENSG00000241098.1	RP11-139K4.1	chr3	182204102	0.000000
ENSG00000142552.3	RCN3	chr19	50030874	0.000000
ENSG00000235141.1	RP5-1092K5.2	chr10	7337202	0.000000
ENSG00000221423.1	AL031602.1	chr1	33391894	0.000000
ENSG00000254705.1	RP11-675M1.2	chr11	92141292	0.000000
ENSG00000231434.1	RP11-144L1.8	chr1	158493461	0.000000
ENSG00000198046.7	ZNF667	chr19	56981374	0.000000
ENSG00000156642.12	NPTN	chr15	73855783	2.443607
ENSG00000142867.8	BCL10	chr1	85742723	0.000000
ENSG00000149925.12	ALDOA	chr16	30064410	10.086057
ENSG00000254222.1	RP11-787D18.2	chr8	62204563	0.000000
ENSG00000238331.1	AC100791.2	chr17	77784477	0.000000
ENSG00000271321.1	CTAGE6	chr7	143454739	0.000000
ENSG00000216523.1	RP3-435K13.1	chr6	85676293	0.000000
ENSG00000171174.9	RBKS	chr2	28065978	0.485427
ENSG00000223864.1	NPM1P19	chr20	37607015	0.000000
ENSG00000022567.5	SLC45A4	chr8	142238619	0.000000
ENSG00000255377.1	DUXAP5	chr11	119316179	0.000000
ENSG00000144959.5	NCEH1	chr3	172353924	2.339137
ENSG00000265144.1	MIR548AM	chrX	16645158	0.000000
ENSG00000054983.12	GALC	chr14	88416193	2.321928
ENSG00000207944.1	MIR574	chr4	38869652	0.000000
ENSG00000249614.1	RP11-703G6.1	chr4	104882772	0.000000
ENSG00000112200.12	ZNF451	chr6	56951641	4.490570
ENSG00000223634.1	AC012506.3	chr2	23583197	0.000000
ENSG00000231597.1	AC007557.4	chr2	217719805	0.000000
ENSG00000262619.1	LINC00621	chr13	23490458	0.000000
ENSG00000125744.7	RTN2	chr19	45991777	2.378512
ENSG00000263831.1	MIR378E	chr5	169455491	0.000000
ENSG00000160124.5	CCDC58	chr3	122084371	3.448901
ENSG00000101236.12	RNF24	chr20	3954984	0.214125
ENSG00000243268.2	ATP5A1P1	chr9	41028803	0.000000
ENSG00000231738.6	TSPAN19	chr12	85410030	0.000000
ENSG00000197858.6	GPAA1	chr8	145137492	3.358959
ENSG00000250990.1	AC073635.5	chr7	76887390	0.000000
ENSG00000228800.1	RP11-253D19.1	chr10	30843362	0.000000
ENSG00000113360.12	DROSHA	chr5	31407013	3.035624
ENSG00000153066.8	TXNDC11	chr16	11782374	2.395063
ENSG00000186265.5	BTLA	chr3	112188819	3.837943
ENSG00000207963.1	MIR569	chr3	170824498	0.000000
ENSG00000207247.1	Y_RNA	chr6	137255902	0.000000
ENSG00000266715.1	MIR5090	chr7	102106188	0.000000
ENSG00000200313.1	RNA5-8SP7	chr20	5326756	0.000000
ENSG00000211679.2	IGLC3	chr22	23248511	0.000000
ENSG00000235938.3	RP11-157L3.4	chr9	46113989	0.000000
ENSG00000170325.10	PRDM10	chr11	129812435	0.695994
ENSG00000205424.1	AL592528.1	chr21	47256283	0.000000
ENSG00000261504.1	RP11-317P15.4	chr1	182584388	0.000000
ENSG00000199767.1	RNU6-78P	chr13	26091256	0.000000
ENSG00000230107.1	CTA-126B4.7	chr22	42834028	0.028569
ENSG00000165716.5	FAM69B	chr9	139607021	0.000000
ENSG00000232522.1	ZNF886P	chrY	22174040	0.000000
ENSG00000151338.14	MIPOL1	chr14	37667117	0.000000
ENSG00000267714.1	CTD-2540B15.6	chr19	33708722	0.000000
ENSG00000272093.1	CTC-365E16.1	chr5	71656516	0.000000
ENSG00000156467.5	UQCRB	chr8	97245397	2.066089
ENSG00000256566.1	RP4-734P14.4	chr20	2489526	0.289507
ENSG00000201847.1	SNORD31	chr13	107973261	0.000000
ENSG00000264720.1	MIR3117	chr1	67094122	0.000000
ENSG00000272065.1	U91328.20	chr6	25990988	0.000000
ENSG00000230248.1	RP1-128O3.4	chr6	108596845	0.000000
ENSG00000152242.6	C18orf25	chr18	43753518	2.526069
ENSG00000254028.1	AC083843.2	chr8	135844989	0.028569
ENSG00000224870.3	RP4-758J18.2	chr1	1334901	2.910733
ENSG00000204308.6	RNF5	chr6	32146130	0.847997
ENSG00000272130.1	RP11-360I2.1	chr5	21569863	0.000000
ENSG00000207548.1	MIR217	chr2	56210161	0.000000
ENSG00000169856.7	ONECUT1	chr15	53073330	0.000000
ENSG00000204054.7	LINC00963	chr9	132245729	0.000000
ENSGR0000223773.2	CD99P1	chrY	2477388	0.000000
ENSG00000260281.1	RP11-329J18.2	chr16	47178233	0.000000
ENSG00000265802.1	RN7SL49P	chr13	45576284	0.000000
ENSG00000267745.1	RP11-686D22.8	chr17	33736737	0.000000
ENSG00000226232.4	RP11-419C5.2	chr16	70016318	0.000000
ENSG00000233378.1	USP9YP34	chrY	20096228	0.000000
ENSG00000232464.1	CTA-125H2.1	chr22	26379442	0.000000
ENSG00000257605.1	RP11-680A11.5	chr12	53694048	0.000000
ENSG00000234740.1	RP11-272P10.2	chr9	13279136	0.000000
ENSG00000231603.1	RP11-344N17.12	chrX	48242514	0.000000
ENSG00000265260.1	RN7SL74P	chrX	96596044	0.000000
ENSG00000211884.1	TRAJ5	chr14	23009189	0.028569
ENSG00000183570.12	PCBP3	chr21	47063607	0.137504
ENSG00000227778.2	XXyac-YX155B6.2	chr1	147552867	0.000000
ENSG00000252861.1	RNU6-448P	chr5	83492700	0.000000
ENSG00000173110.6	HSPA6	chr1	161494035	0.000000
ENSG00000204022.5	LIPJ	chr10	90346509	0.000000
ENSG00000261279.1	ULK4P1	chr15	32720467	0.000000
ENSG00000149927.13	DOC2A	chr16	30018524	0.028569
ENSG00000168303.6	MPLKIP	chr7	40174208	2.182692
ENSG00000133027.13	PEMT	chr17	17409587	3.875780
ENSG00000052795.8	FNIP2	chr4	159690289	0.000000
ENSG00000111785.14	RIC8B	chr12	107168372	1.695994
ENSG00000163064.6	EN1	chr2	119601878	0.000000
ENSG00000211866.1	TRAJ23	chr14	22989393	0.000000
ENSG00000237646.1	HLCS-IT1	chr21	38178535	0.000000
ENSG00000213128.3	RPL32P31	chr17	78516002	0.000000
ENSG00000152464.10	RPP38	chr10	15139178	3.636915
ENSG00000200303.1	RNU6-940P	chr12	49369325	0.000000
ENSG00000126562.12	WNK4	chr17	40932695	0.000000
ENSG00000260859.1	RP11-254F19.2	chr16	84861868	0.000000
ENSG00000113441.11	LNPEP	chr5	96271097	0.238787
ENSG00000256098.1	RP11-691F15.1	chr11	73853195	0.000000
ENSG00000249488.1	AC006160.4	chr4	17554325	0.000000
ENSG00000249771.1	RP11-457P14.5	chr4	41896547	0.000000
ENSG00000090266.8	NDUFB2	chr7	140390576	6.865424
ENSG00000205930.4	C21orf49	chr21	34144410	1.000000
ENSG00000265655.1	AC069280.1	chr7	68655161	0.000000
ENSG00000197565.11	COL4A6	chrX	107403149	0.137504
ENSG00000203356.2	RP11-296A18.3	chr1	51700718	0.000000
ENSG00000251236.1	RP11-468N14.1	chr4	69679712	0.000000
ENSG00000266542.1	hsa-mir-5572	chr15	80873443	0.000000
ENSG00000266908.1	RP5-1022P6.7	chr20	5479761	0.000000
ENSG00000257198.2	FAM205B	chr9	34838440	0.000000
ENSG00000082515.12	MRPL22	chr5	154320629	1.845829
ENSG00000203257.1	AL691479.1	chr1	230451926	0.000000
ENSG00000201065.1	RNU6-461P	chr3	102473964	0.000000
ENSG00000134569.5	LRP4	chr11	46884434	0.000000
ENSG00000221010.2	AL008708.1	chrX	102323864	0.000000
ENSG00000214027.3	ARPC3P5	chr6	15935012	0.000000
ENSG00000219951.4	RP11-378G13.2	chr6	84102134	0.000000
ENSG00000232412.1	RP1-315G1.3	chrX	123095141	0.000000
ENSG00000158711.9	ELK4	chr1	205594759	0.056584
ENSG00000271288.1	IGHV1OR15-3	chr15	22466447	0.000000
ENSG00000234275.1	AC017053.1	chr2	6465728	0.000000
ENSG00000223761.1	RP11-57C13.4	chr10	89365750	0.000000
ENSG00000227742.1	CALR4P	chr1	52060538	0.000000
ENSG00000269444.1	CTB-180A7.6	chr19	6390361	0.000000
ENSG00000253840.1	RP11-767C6.1	chr8	55160192	0.000000
ENSG00000228502.1	EEF1A1P11	chr1	96912485	0.000000
ENSG00000199354.1	RNA5SP273	chr8	91523355	0.000000
ENSG00000268181.1	AC073188.1	chr7	62858810	0.000000
ENSG00000251568.1	ALG3P1	chr5	5376899	0.000000
ENSG00000135905.14	DOCK10	chr2	225651785	1.956057
ENSG00000270015.1	RP11-540B6.6	chr15	31218716	0.028569
ENSG00000224354.2	MTND2P5	chr7	141503237	0.000000
ENSG00000259474.1	RP11-650L12.1	chr15	78774112	0.000000
ENSG00000266561.2	CTD-2200P10.3	chr17	56752646	0.000000
ENSG00000231740.1	RP11-63G10.2	chr1	59316895	0.000000
ENSG00000239659.2	RPL9P31	chr18	56298490	0.000000
ENSG00000238732.1	snoU13	chr10	43305728	0.000000
ENSG00000117682.12	DHDDS	chr1	26758772	3.049849
ENSG00000244265.1	SIAH2-AS1	chr3	150479723	0.000000
ENSG00000248173.1	RP11-659O3.1	chr4	117218263	0.000000
ENSG00000227719.1	AC006042.6	chr7	8153654	0.000000
ENSG00000228313.3	CTD-2555K7.4	chr14	23067805	0.000000
ENSG00000233139.1	RP11-38O23.4	chrX	48015319	0.000000
ENSG00000251477.1	RP11-74D3.2	chr5	117057742	0.000000
ENSG00000174197.12	MGA	chr15	41913421	1.310340
ENSG00000263525.1	AC022909.1	chr8	122555185	0.000000
ENSG00000254971.1	RP11-313I2.11	chr11	89488071	0.000000
ENSG00000197047.1	Z73979.1	chr22	33210327	0.000000
ENSG00000239180.1	Y_RNA	chr9	72926567	0.000000
ENSG00000168746.6	C20orf62	chr20	43093918	0.000000
ENSG00000225488.1	RP11-760D2.1	chr7	56550938	0.000000
ENSG00000237816.1	RPL21P109	chr13	72278312	0.000000
ENSG00000255905.1	AL391319.1	chr6	169067732	0.000000
ENSG00000206717.1	Y_RNA	chr6	34789221	0.000000
ENSG00000100626.12	GALNT16	chr14	69725993	0.000000
ENSG00000251697.1	RN7SKP24	chr9	34478619	0.000000
ENSG00000117036.7	ETV3	chr1	157108107	0.748461
ENSG00000230426.1	ERVMER61-1	chr1	187610357	0.000000
ENSG00000266468.1	AL031284.1	chr1	25732721	0.000000
ENSG00000216205.1	AC036178.1	chr18	18642384	0.000000
ENSG00000175643.7	RMI2	chr16	11343475	0.000000
ENSG00000230707.1	RP11-364B14.3	chrX	139173901	0.000000
ENSG00000251101.1	RP11-1267H10.1	chr4	69481805	0.000000
ENSG00000261710.1	RP11-953B20.1	chr8	143171187	0.000000
ENSG00000207802.1	MIR646	chr20	58883531	0.000000
ENSG00000120029.8	C10orf76	chr10	103649443	1.443607
ENSG00000257748.1	RP11-966I7.3	chr14	29299360	0.000000
ENSG00000230274.1	PGAM1P3	chr3	40364720	0.000000
ENSG00000251429.1	RP11-597D13.7	chr4	159191529	0.000000
ENSG00000263531.1	RP13-753N3.1	chr17	29191908	0.000000
ENSG00000171408.9	PDE7B	chr6	136172833	0.028569
ENSG00000272543.1	MIR4787	chr3	50712510	0.000000
ENSG00000200756.1	RNU6-236P	chr5	139097625	0.000000
ENSG00000115221.6	ITGB6	chr2	160968590	0.000000
ENSG00000184979.9	USP18	chr22	18632665	0.238787
ENSG00000242571.1	RPL21P11	chr14	90833473	0.000000
ENSG00000206844.1	Y_RNA	chrX	9842691	0.000000
ENSG00000164404.4	GDF9	chr5	132200427	0.000000
ENSG00000271511.1	RP11-712C19.1	chr14	64828109	0.000000
ENSG00000199322.1	RNA5SP183	chr5	55073296	0.028569
ENSG00000111684.6	LPCAT3	chr12	7088382	0.082462
ENSG00000238419.1	RNU7-186P	chr17	45336736	0.000000
ENSG00000240480.1	RPL29P2	chr17	7657637	0.000000
ENSG00000187800.9	PEAR1	chr1	156863489	0.000000
ENSG00000270009.1	RP1-127C7.6	chr1	183590576	0.000000
ENSG00000250180.1	RP11-138A23.2	chr4	160319684	0.000000
ENSG00000267041.1	ZNF850	chr19	37263666	1.757023
ENSG00000234452.1	RP11-168O10.6	chr10	91215820	0.000000
ENSG00000230335.1	RP11-159H20.1	chr9	79546932	0.000000
ENSG00000231242.1	RP11-87H9.3	chr9	69108743	0.000000
ENSG00000223202.1	RN7SKP297	chr11	74396268	0.000000
ENSG00000244089.1	HMGB1P30	chr3	148543124	0.000000
ENSG00000249459.4	ZNF286B	chr17	18585081	0.111031
